지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
131,2021-09-02,23.7,21.2,414,26.5,1508,.08,0,,0,,0,6.5,110,1045,3.7,110,1020,2.1,1792,17.8,55,1009,70.8,20.4,1003.2,1011.7,1003,1008.4,1740,1009.9,12.9,5.1,900,2.24,14.57,,,,,,7.5,5,25.1,20.3,,,,,,,,,,3,4.3,0,
131,2021-09-03,24.3,20.2,516,29.5,1403,,,,,,,5.6,50,1044,3.3,70,1048,1.7,1462,16.2,44,1442,61.9,18.5,1003,1012.5,2358,1008,1543,1009.7,12.9,8.5,1000,2.86,19.62,,,,,,2.6,2.1,25.6,18.7,,,,,,,,,,4,5.7,,
131,2021-09-04,23.6,19,605,28.5,1317,,,,,,,7.2,140,1317,3.7,70,1710,1.9,1644,15.8,42,1538,63,17.9,1008.3,1017.5,2347,1012.5,1,1015.1,12.8,10.3,1200,3.11,19.87,,,,,,5.4,.3,24.6,17.5,,,,,,,,,,4,5.8,,
131,2021-09-05,22.2,18.3,651,26.4,1520,6.98,.4,2133,.4,2043,.6,6.5,90,1352,3.5,90,1358,1.7,1430,16.2,52,1350,70.1,18.5,1011.7,1020.2,2348,1017.1,1529,1018.5,12.8,1.4,1000,1.91,11.62,,,,,,7.9,3.8,23.1,17,,,,,,,,,,2.4,3.5,.6,
131,2021-09-06,21.6,18.5,2158,26.2,1215,9.28,3.7,2148,10.5,2100,36.3,6.9,90,1342,4.5,90,1312,1.9,1646,16.5,54,1212,73.9,18.8,1010,1020.2,57,1014.6,2358,1016.8,12.8,.4,1000,1.6,8.82,,,,,,9.3,7,22.4,18.3,,,,,,,,,,2,2.9,40.1,
131,2021-09-07,21.4,19.2,315,23.7,1810,16.18,.6,151,4.3,-2331,5.9,6.2,290,1916,3,250,1933,1,880,19.1,79,37,87,22.1,1002.2,1014.6,1,1006,1652,1009,12.7,.1,1200,.53,3.66,,,,,,10,7.6,21.9,19,,,,,,,,,,.9,1.2,2.6,
131,2021-09-08,22.6,20.2,722,27.7,1612,4.92,.2,4,.4,-2331,.5,5.4,320,1559,2.8,290,1606,1.2,1014,18.1,54,1558,76.9,20.7,1004.1,1013.8,2347,1008.1,203,1010.9,12.7,4.8,1500,2.25,12.26,,,,,,5.5,5.5,24.3,17.6,,,,,,,,,,2.5,3.6,,
131,2021-09-09,23.2,17.5,621,29,1451,,,,,,,3.7,180,1228,2.1,160,1230,.8,729,17.2,35,1519,71.6,19.7,1007.3,1015.8,659,1012.4,1519,1014.1,12.7,10.1,1200,3,20.2,,,,,,5.9,.9,24.9,16.1,,,,,,,,,,3.3,4.7,,
131,2021-09-10,24.1,20.3,618,28.8,1420,,,,,,,5.2,270,1916,2.4,250,1743,1,881,19,55,1432,74.3,21.9,1006.8,1014.8,925,1011.8,1520,1013.5,12.6,5.7,1200,2.6,15.74,,,,,,5.9,2.1,25.3,19.2,,,,,,,,,,3.1,4.4,,
131,2021-09-11,24.6,20.3,629,30.1,1535,,,,,,,4.7,340,2003,2.5,290,2030,1,840,18.9,41,1642,73,21.8,1006.1,1014.6,553,1010.5,1719,1012.8,12.6,9.1,1200,3.23,20.6,,,,,,2.3,2.3,26.1,19.1,,,,,,,,,,4,5.7,,
131,2021-09-12,24.5,19.7,554,29.5,1654,,,,,,,6.9,50,1227,3.8,50,1234,1,878,18.8,46,1736,72.4,21.7,1006.6,1015.3,2350,1011.3,112,1013.3,12.6,9.8,1200,3.03,20.12,,,,,,5.1,1.9,26.1,18.2,,,,,,,,,,3.9,5.5,,
131,2021-09-13,25,22.2,2335,28.8,1343,,,,,,,8.3,180,1113,4.2,110,1609,2.2,1926,16.3,45,1344,59.1,18.6,1010,1017.9,1118,1015.3,1,1016.7,12.5,9.6,1200,2.87,19.45,,,,,,8.1,.5,27,19.2,,,,,,,,,,4.4,6.3,,
131,2021-09-14,23.3,20,608,26.7,1415,,,,,,,8.1,50,1256,4.7,90,1323,2.8,2441,14.5,50,1611,58.4,16.6,1008.8,1017.5,16,1013.8,1520,1015.6,12.5,3.8,1100,1.75,12.65,,,,,,6.3,1.9,25.2,18.6,,,,,,,,,,3.6,5.1,,
131,2021-09-15,23.5,18.2,558,29.1,1448,,,,,,,10,90,1047,6.2,90,1518,3.4,2955,13.8,40,1536,56,15.8,1009.1,1017.4,708,1014,1454,1015.9,12.4,11.3,1200,3.05,21.93,,,,,,.5,.5,27.1,16,,,,,,,,,,5.8,8.2,,
131,2021-09-16,23,17.2,622,27.7,1344,,,,,,,8.6,90,1038,5.3,90,1038,2.7,2324,14.7,47,1316,60.3,16.8,1005.9,1016.5,1,1010.3,1524,1012.6,12.4,9.9,1200,2.8,19.07,,,,,,5.6,2.6,26.8,15.8,,,,,,,,,,3.9,5.6,11,
131,2021-09-17,20.5,18.6,2357,23.7,1,8.33,1.2,605,3.9,608,14.7,7.7,70,1422,5.1,20,1433,2.3,1974,16.8,62,1,80.3,19.2,1003,1012.1,2342,1007.1,1557,1009.8,12.4,.9,1300,1.4,7.21,,,,,,7.3,6.3,21.4,16.3,,,,,,,,,,1.7,2.4,3.7,
131,2021-09-18,22.5,16.3,636,28.2,1528,,,,,,,4.1,50,1437,2.2,70,815,1,842,15.8,47,1535,67.9,18,1007.9,1016.9,2309,1012.1,1,1014.7,12.3,10.2,1300,3.28,21.2,,,,,,2.4,2,24.7,14.6,,,,,,,,,,3.6,5.1,,
131,2021-09-19,23.6,19,615,28.7,1512,,,,,,,4.7,180,959,2.7,110,1535,.9,758,16.2,44,1532,65,18.5,1009.3,1018,908,1014.2,1516,1016,12.3,8.7,1000,2.9,18.27,,,,,,2,1.8,26,17.1,,,,,,,,,,3.5,5,,
131,2021-09-20,23.7,19.2,528,27.9,1354,,,,,,,9.6,140,1612,4.9,110,1530,2.2,1907,16.1,47,1259,63.3,18.3,1005,1015.8,1,1008.2,2301,1011.7,12.3,11,1200,3.07,21.9,,,,,,2.5,1,26.4,16.1,,,,,,,,,,4.5,6.4,34.6,
131,2021-09-21,22.9,20.6,641,26.1,1529,6.65,4.8,701,16.8,623,35.2,8.6,110,128,3.4,140,130,1.5,1303,18.8,65,1707,78.5,21.8,999.5,1008.5,1,1004.6,1604,1006.2,12.2,2.4,1100,1.63,8.88,,,,,,6.1,5.6,22.8,18.7,,,,,,,,,,1.9,2.7,8.7,
131,2021-09-22,22.4,18.6,631,27.8,1359,1.43,7.4,321,8,319,11.5,10.5,230,1228,4.4,250,1233,1.8,1523,15.8,32,1515,69,18.2,1002.7,1013.5,2357,1006.2,142,1009.4,12.2,8.2,1200,3.15,18.81,,,,,,3.5,3.5,23.5,16.7,,,,,,,,,,3.9,5.5,3.4,
131,2021-09-23,21,17.2,447,26.2,1444,,,,,,,7.2,320,1454,3.6,290,1418,1.5,1292,13.3,31,1434,65.1,15.5,1010.8,1020.5,2302,1013.4,18,1017.7,12.1,7.8,1400,2.63,18.1,,,,,,3.9,2.5,22.6,14.6,,,,,,,,,,3.6,5.2,,
131,2021-09-24,21.8,16.3,527,27,1624,,,,,,,6,90,1653,4.1,90,1707,1.5,1295,13.1,31,1407,61.1,15.3,1015.7,1024.2,2326,1020.4,1,1022.6,12.1,9.4,1100,2.83,17.68,,,,,,1.6,1,22.3,14.3,,,,,,,,,,3.7,5.3,,
131,2021-09-25,21.4,17.7,607,25.2,1301,,,,,,,5.9,20,518,3.9,20,527,2.2,1858,15.4,53,1302,69.4,17.5,1016.3,1025.3,934,1021.5,1542,1023.1,12.1,1.6,900,1.79,9.47,,,,,,6.6,4,21,16.4,,,,,,,,,,2.3,3.3,,
131,2021-09-26,21.9,18.4,628,26.3,1352,,,,,,,6,90,1428,3.2,90,1436,1.4,1199,14.8,49,1429,64.9,16.9,1013.7,1023.1,12,1018.8,1423,1020.5,12,4.5,1100,2.58,13.5,,,,,,7.8,3.8,21.8,16.5,,,,,,,,,,2.8,4,,
131,2021-09-27,22.5,18.3,651,27.4,1358,1.03,0,,0,,0,6.6,110,1434,3.5,90,1801,1.8,1594,14.7,48,1359,62.1,16.8,1009.2,1019.4,2,1014.2,1706,1016,12,6.6,1100,2.87,17.36,,,,,,8,7.4,23.8,17.2,,,,,,,,,,3.5,5,0,
131,2021-09-28,22,19.8,654,25.4,1426,6.45,.6,2157,.9,2107,1.8,5.5,160,1136,3,90,1024,1.6,1368,16.5,55,1349,72,18.9,1006.4,1015.1,644,1011,2354,1013.2,11.9,1.2,1300,1.94,10.04,,,,,,9.8,6.6,23,18.6,,,,,,,,,,2,2.8,2.2,
131,2021-09-29,21.6,20.1,2320,23.2,916,11.58,2.2,947,6.8,935,12,5.1,320,1658,2.1,290,1703,.7,562,19.5,82,924,88.1,22.7,1001.8,1011,1,1006.7,1346,1008.6,11.9,0,1400,.58,3.62,,,,,,10,7.5,22.6,19.8,,,,,,,,,,.9,1.3,11.6,
131,2021-09-30,22.2,18.5,349,28,1521,,,,,,,6,70,1420,3.4,50,1432,1.1,991,16.5,40,1600,73,18.8,1002.2,1010.5,924,1007.4,1530,1009,11.9,9.1,1200,2.87,18.83,,,,,,2.8,2.8,24.1,16.8,,,,,,,,,,3.3,4.8,,
131,2021-10-01,21.5,16.3,444,27.9,1445,.67,0,,0,,0,11,320,2312,5.9,290,2320,1.2,1007,16.6,45,1559,75.6,18.9,1002.8,1014.1,2320,1007,1445,1009.6,11.8,7.8,1200,2.78,17.37,,,,,,3.1,2.5,23,15.6,,,,,,,,,,3.4,4.8,.6,.5
131,2021-10-02,21.5,16.2,520,27.2,1506,1.42,.5,442,.6,355,.6,5.4,50,36,3.4,50,35,1,889,15.5,48,1537,70.1,17.6,1007.6,1017.9,2359,1011.1,219,1014.4,11.8,9.9,1200,2.83,19.09,,,,,,2.1,.9,23.3,15,,,,,,,,,,3.4,4.8,,
131,2021-10-03,23.1,16.1,615,30.6,1447,,,,,,,4.7,250,1331,2.6,160,1353,.7,614,15.6,31,1633,66.8,17.8,1012.4,1020.9,959,1017.8,3,1019.2,11.7,9.9,1200,2.86,18.84,,,,,,2.4,0,24,14.6,,,,,,,,,,3.5,5,,
131,2021-10-04,23.4,18.1,511,28.2,1505,,,,,,,6.9,200,1510,3.2,250,1528,1.1,957,17.8,58,1511,71.8,20.4,1013.9,1022.3,2252,1018.4,1553,1020.7,11.7,4,1200,2.08,11.16,,,,,,5,2.4,22.7,15.9,,,,,,,,,,2.2,3.1,,
131,2021-10-05,24.2,20.6,525,29.4,1512,,,,,,,6,270,1345,3.3,270,1350,1.2,1068,17.4,42,1606,68,19.9,1014.4,1022.8,834,1019.5,1554,1021.2,11.7,8.6,1200,2.8,17.5,,,,,,3.3,2.4,25.5,18,,,,,,,,,,3.4,4.9,0,
131,2021-10-06,22.6,20.7,111,27.2,1602,.43,0,,0,,0,6.6,110,1917,3.7,90,1715,1.4,1190,17.7,53,1604,74.5,20.3,1012.7,1022.1,903,1016.6,1720,1019.5,11.6,3.9,1400,1.58,9.56,,,,,,5.3,4.9,23.1,18,,,,,,,,,,2.2,3.1,0,
131,2021-10-07,20.5,19.2,2353,22.4,1024,4.83,.4,1254,.9,1204,1.2,3.9,290,1232,2,160,1003,1,873,17.4,74,2,82.9,19.9,1010.6,1019.2,2245,1016.5,1507,1017.4,11.6,.6,900,.63,4.41,,,,,,8.3,5.1,21.2,18,,,,,,,,,,.9,1.2,1.2,
131,2021-10-08,20.4,18.8,522,22.6,1328,5.87,.4,1635,.4,1545,.4,4.2,20,2324,2.6,50,1047,.9,811,18,74,1330,86.4,20.6,1014.1,1023.1,2355,1018.6,1,1021,11.6,0,1100,.76,4.6,,,,,,9.8,6,21.1,18.2,,,,,,,,,,1,1.4,.8,
131,2021-10-09,23.2,19.7,623,28,1415,4.75,.4,520,.4,430,.4,7,90,1231,3.4,90,1237,1.1,960,18.7,55,1415,77,21.6,1015.1,1023.9,842,1019.7,1739,1021.9,11.5,5.3,1200,2.44,12.37,,,,,,6.6,5.6,23.1,19.3,,,,,,,,,,2.4,3.4,0,
131,2021-10-10,23,17,2350,28.2,1558,3,.5,2122,.8,2046,1.5,8.2,320,2148,4.4,320,1833,1.5,1267,18.2,56,1215,76.4,21,1011.5,1020.9,1,1015.2,1608,1018.3,11.5,4.5,1000,2.38,13.08,,,,,,7.1,5.4,24.6,16.7,,,,,,,,,,2.6,3.7,12.4,
131,2021-10-11,16,12.6,359,18.3,1426,8.57,1.4,121,4.2,253,10.9,5.3,50,2156,3.6,20,1626,1.8,1515,11.9,65,1417,76.8,13.9,1014.6,1022.6,2200,1020,11,1021.5,11.4,.5,1100,1.46,7.01,,,,,,10,5.8,18.2,12.6,,,,,,,,,,1.6,2.3,0,
131,2021-10-12,17,16,1056,18.2,432,7.17,.4,1706,.7,1620,.7,5.7,110,1424,3.6,90,1432,2.2,1920,12.6,69,427,76,14.6,1018.4,1026.8,2156,1022.1,20,1025.4,11.4,0,1300,.57,4.23,,,,,,9.8,8.3,17.8,15.5,,,,,,,,,,1.2,1.7,.7,
131,2021-10-13,19.7,16.2,712,24.4,1353,,,,,,,7.1,110,1356,3.5,110,1403,1.8,1577,13.6,51,1354,68.3,15.6,1017.3,1026.4,1,1022.2,1528,1024.2,11.4,5.6,1300,2.66,14.23,,,,,,6.4,6.4,20.6,15.1,,,,,,,,,,2.7,3.9,,
131,2021-10-14,20.2,16.2,533,25.6,1450,,,,,,,5.4,270,1515,2.9,290,1518,1.1,908,14.3,46,1458,70.6,16.3,1013.1,1022.8,1,1017.5,1543,1019.9,11.3,8.5,1100,2.71,16.06,,,,,,4,3.1,21.9,14.1,,,,,,,,,,2.7,3.9,0,
131,2021-10-15,18.8,17.7,405,21.6,1406,10.87,.6,2257,2,2219,4.9,6,50,1507,3.3,50,1456,.8,733,15.5,65,1339,81.5,17.6,1011.5,1019.4,914,1016.9,1408,1018.4,11.3,.1,1300,.87,4.94,,,,,,10,6.5,19.9,16.5,,,,,,,,,,1,1.5,10.1,
131,2021-10-16,12.6,5.6,2359,17.9,27,6.25,.7,102,2.3,37,5.2,8.5,290,1545,4.5,290,1847,2.2,1868,3.3,33,1402,55.9,8.8,1015.9,1028.6,2242,1018.8,253,1023,11.3,.7,1300,1.21,7.37,,,,,,8.6,3.8,15.3,4.4,,,,,,,,,,2.2,3.1,,
131,2021-10-17,6.5,2.4,636,11.7,1514,,,,,,,6.8,340,1623,3.3,290,1630,1.6,1346,-5.8,23,1549,42.5,4,1021.1,1031.1,902,1026.5,1514,1028.4,11.2,10.2,1200,2.75,18.4,,,,,,0,0,11.4,-.2,,,,,,,,,,2.7,3.8,,
131,2021-10-18,10,2,432,16.8,1457,,,,,,,4.5,290,1428,2.2,270,1437,.8,669,1.1,34,1100,56.6,6.7,1017.1,1027.9,1,1021.4,1741,1024.2,11.2,10.2,1200,2.63,17.37,,,,,,2.9,2.4,13.4,0,,,,,,,,,,2.8,4,2.4,
131,2021-10-19,11.2,7.9,2400,15.6,1432,3.48,1.2,1155,2.2,402,3.6,7.5,290,1532,3.8,290,1511,1.3,1150,5.3,45,1543,68.6,9,1013.1,1022.8,2333,1017.9,1428,1020.2,11.1,4.9,1300,1.92,9.97,,,,,,5.1,3.6,12.6,4,,,,,,,,,,1.7,2.5,1.2,
131,2021-10-20,10,4.8,642,15.7,1459,,,,,,,4.3,50,1107,2.1,290,1334,.9,808,2.6,30,1332,62.6,7.4,1014.8,1024.3,839,1019.8,1451,1021.9,11.1,9.9,1200,2.61,16.79,,,,,,.1,.1,13,2.2,,,,,,,,,,2.5,3.6,,
131,2021-10-21,10.1,4.9,616,16.3,1523,,,,,,,4.8,270,1453,2.2,290,1357,.9,771,3.9,30,1607,67.8,8.1,1013.3,1022.5,905,1018.4,1618,1020.5,11.1,9.5,1200,2.43,15.39,,,,,,1.8,.1,13,2.4,,,,,,,,,,2.2,3.2,,
131,2021-10-22,10.7,4.5,657,16.9,1458,,,,,,,7,290,1444,2.9,270,1415,.9,783,3.6,31,1612,65,7.9,1015.9,1026.6,2315,1020.8,1,1023,11,9.4,1200,2.37,14.73,,,,,,.6,.6,12.7,2.2,,,,,,,,,,2.4,3.4,,
131,2021-10-23,11.5,5.3,609,18.8,1410,,,,,,,5.6,200,1343,2.3,270,1421,.6,521,3.3,30,1338,60.6,7.8,1021.7,1030.7,900,1026.6,1,1028.9,11,10,1200,2.58,16.57,,,,,,.5,0,13.9,2.2,,,,,,,,,,2.6,3.7,,
131,2021-10-24,11.6,5.5,624,18.1,1441,,,,,,,4.6,20,1608,2.4,50,1611,.6,536,4,29,1512,63.1,8.2,1019.8,1030.1,841,1024.3,1608,1027,11,9.8,1200,2.54,16.2,,,,,,2.5,0,13.9,2.8,,,,,,,,,,2.5,3.6,,
131,2021-10-25,11.6,6.5,655,18,1516,,,,,,,4.6,20,1553,2.7,50,1241,.8,666,5,39,1624,66.5,8.8,1016.5,1025.9,1,1021.5,1540,1023.7,10.9,9.7,1100,2.42,15.18,,,,,,.3,0,13.5,3,,,,,,,,,,2.3,3.3,,
131,2021-10-26,12.2,6.5,434,18.6,1504,,,,,,,3,340,1412,1.6,290,1330,.6,517,6.4,46,1532,69.3,9.6,1014.1,1024.1,847,1019.1,1639,1021.2,10.9,9.5,1100,2.13,13.68,,,,,,4.5,0,13.8,3.2,,,,,,,,,,2,2.8,,
131,2021-10-27,13.5,9.5,2359,19.2,1345,,,,,,,6.7,290,1426,4.1,290,1253,1.2,1055,5.3,25,1525,61.4,9.1,1013.3,1022.3,2352,1018.8,1423,1020.4,10.8,7.5,1200,2.39,13.81,,,,,,2.1,2.1,14.2,4.5,,,,,,,,,,2.7,3.8,,
131,2021-10-28,12.3,5.5,705,19.3,1555,,,,,,,5.8,20,1329,3.4,50,1306,.9,796,3.4,27,1513,58.3,7.9,1016.8,1025.9,2250,1022,1426,1024,10.8,10,1200,2.5,16.06,,,,,,0,0,14.1,2,,,,,,,,,,2.8,3.9,,
131,2021-10-29,14.3,9.1,638,19.6,1503,,,,,,,6.2,90,1126,3.4,110,1126,1.2,1002,4.9,35,1256,55.5,8.7,1018.5,1028,912,1023.4,1603,1025.6,10.8,9.7,1300,2.27,14.8,,,,,,3.3,0,14.7,5.1,,,,,,,,,,2.7,3.9,,
131,2021-10-30,13.3,10,522,18,1609,,,,,,,3,250,1329,1.6,230,1335,.6,483,6.6,48,1451,65.1,9.7,1017.7,1025.9,847,1023.6,1506,1024.8,10.7,1.9,1200,1.21,8.1,,,,,,5.5,.4,12.8,6,,,,,,,,,,1.3,1.8,,
131,2021-10-31,13.3,7.1,644,19.9,1526,.92,0,,0,,0,6.6,340,1649,3.2,290,1658,.5,425,8.7,48,1431,75.8,11.3,1017.6,1026.7,846,1022.4,1537,1024.7,10.7,8.5,1200,2.25,13.26,,,,,,2.5,2,14.5,4,,,,,,,,,,2,2.8,0,
131,2021-11-01,13.3,10.1,447,18.5,1407,,,,,,,7.5,270,1639,3.1,290,1628,.8,729,8.5,52,1355,74.1,11.1,1017.1,1025.8,838,1022.2,1419,1024.2,10.7,6.5,1200,1.75,10.39,,,,,,4.8,3.9,14.3,7,,,,,,,,,,1.7,2.4,,
131,2021-11-02,12.6,9.8,2359,16.6,1453,,,,,,,5.6,50,1342,3.2,50,1351,1,899,6.4,44,1552,67.5,9.7,1015.3,1024.3,814,1020.5,1421,1022.4,10.7,6.6,1000,1.92,9.97,,,,,,6.5,4.1,13.5,5.5,,,,,,,,,,1.6,2.3,,
131,2021-11-03,11.8,6.5,718,17.3,1418,,,,,,,5.8,320,1420,2.5,270,1420,1,843,5.5,33,1411,67.9,9.1,1013.3,1022.6,935,1018.1,1726,1020.4,10.6,8.9,1200,2.13,13.18,,,,,,2.3,.9,13.5,3.7,,,,,,,,,,2.1,3,0,
131,2021-11-04,13.7,9,621,18.7,1350,.63,,,,,0,4.1,290,106,2.1,290,108,.8,712,7.9,46,1357,69.9,10.7,1013.5,1022.6,2239,1018.9,1635,1020.6,10.6,8.7,1200,2.1,12.76,,,,,,2.6,1.8,15.1,5,,,,,,,,,,1.9,2.7,,
131,2021-11-05,12.4,7,628,19.5,1544,,,,,,,3.9,70,1331,2.6,70,1335,.7,613,6.9,39,1630,71.8,9.9,1014.5,1024.2,829,1019.1,1453,1021.6,10.5,5.5,1200,2.05,9.97,,,,,,3.9,1.3,13.2,5.1,,,,,,,,,,1.6,2.3,,3.58
131,2021-11-06,14.3,8.5,652,20.8,1515,,,,,,,5.7,90,1541,3.4,90,1549,1,878,5.5,28,1448,58.3,9.1,1014.3,1024,2358,1019.1,1400,1021.4,10.5,9.4,1200,2.2,12.18,,,,,,1,0,13.4,6.1,,,,,,,,,,2.2,3.1,,
131,2021-11-07,15.7,9.3,650,21.3,1314,,,,,,,9.3,140,1852,5.4,110,1912,2.1,1830,6.9,38,1438,58,10,1013.3,1024.5,857,1015,2341,1020.3,10.5,8.4,1200,2.26,13.1,,,,,,4.4,.3,15,5.3,,,,,,,,,,3,4.3,5,
131,2021-11-08,10.9,6.1,2349,16.2,9,6.67,,,,,16,8,250,1616,4.3,250,857,2.2,1877,5.6,53,1516,70.6,9.3,1005.8,1015.6,2212,1007.4,734,1012.8,10.4,1.7,1300,1.13,3.9,,,,,,7.9,4.8,12.5,4.6,,,,,,,,,,1,1.4,11,
131,2021-11-09,7.6,5.6,426,12.4,1413,6.98,,,,,.4,9.2,250,1301,4.5,270,1744,1.9,1626,3.1,43,1519,74.1,7.7,1004.2,1015.3,1,1008.9,1510,1011.4,10.4,2.9,1300,1.69,7.65,,,,,,7.9,7.3,10,4,,,,,,,,,,1.2,1.7,.5,
131,2021-11-10,5.4,3.2,527,6.6,1511,12.45,,,,,2.2,5.7,290,57,3.2,290,102,1.1,984,2.1,66,457,79.8,7.2,1002.2,1010.9,2301,1008.1,1448,1009.4,10.4,0,1400,.52,2.09,,,,,,8.6,7.6,7.9,.4,,,,,,,,,,.6,.9,2.3,
131,2021-11-11,6.7,4,2330,11,1130,5.17,,,,,5.9,9.6,250,1522,3.5,290,1603,1.5,1272,1.1,47,935,68.6,6.7,1005.4,1015.1,2317,1010.6,1418,1012.6,10.3,5.1,1100,2,7.96,,,,,,5,4.1,8.8,4,,,,,,,,,,1.1,1.6,5.8,
131,2021-11-12,5.8,3.5,553,8.7,1315,2.4,,,,,.1,7,340,1430,3.4,290,1415,1.3,1162,-.7,48,1338,63.6,5.8,1011,1020,2134,1014.7,1,1018.3,10.3,6.5,1200,1.39,8.78,,,,,,4.4,4.4,7.6,-.9,,,,,,,,,,1.2,1.7,0,
131,2021-11-13,7.8,1.2,707,14.4,1544,,,,,,,4.8,90,1341,2.3,250,1637,.7,612,2.3,48,1455,69.6,7.3,1012.6,1021.6,826,1017.8,1559,1019.8,10.3,8,1200,1.87,11.64,,,,,,2.8,2.8,8.7,-2.1,,,,,,,,,,1.5,2.2,,
131,2021-11-14,11,5.5,724,17.5,1413,,,,,,,6.9,230,1352,3,250,1323,.9,797,3.8,31,1514,64.3,8.1,1012,1020.5,2353,1017.4,1502,1019.1,10.3,8.1,1200,2.04,11.13,,,,,,3.1,3.1,9.9,1.1,,,,,,,,,,1.9,2.7,,
131,2021-11-15,10.3,5.4,710,15.8,1441,,,,,,,4,290,1747,2.5,290,1820,.7,575,4.2,38,1351,68.1,8.3,1015.3,1024.1,836,1020.4,51,1022.4,10.2,8.2,1200,2.16,11.26,,,,,,2.8,0,9.8,.7,,,,,,,,,,1.6,2.3,,
131,2021-11-16,9.1,5.1,522,15.1,1437,,,,,,,6.9,320,1455,3.4,290,1533,.8,711,0,23,1455,57.4,6.2,1017.6,1026.3,936,1022.8,1432,1024.8,10.2,8.9,1200,2.04,11.89,,,,,,.3,.3,9.1,.2,,,,,,,,,,2,2.9,,
131,2021-11-17,8.3,3,551,13.8,1456,,,,,,,4.9,290,1715,2.8,290,1657,.8,719,-.1,29,1536,57.5,6.1,1016.7,1026.6,814,1021.6,2339,1023.9,10.2,9,1200,2.12,12.47,,,,,,2.5,0,9.3,-2.1,,,,,,,,,,1.9,2.7,,
131,2021-11-18,10.8,4.9,520,16.8,1502,,,,,,,7.1,270,1313,3,270,1315,1,855,5.1,56,1359,68.9,9,1011.8,1021.8,3,1016.8,1506,1019,10.2,6.2,1200,1.94,9.47,,,,,,4.1,4.1,10.2,1.1,,,,,,,,,,1.5,2.1,,
131,2021-11-19,13.3,10.1,246,17.6,1436,,,,,,,5.3,230,1425,2.3,250,1426,.8,686,8.9,59,1441,75.8,11.4,1011.2,1019.6,2349,1016.7,1419,1018.2,10.1,4.2,1200,1.71,7.57,,,,,,6.9,6.1,12.3,5.6,,,,,,,,,,1.2,1.7,,
131,2021-11-20,11.5,8.8,2339,15.7,1448,,,,,,,3.9,20,1151,2.4,50,1152,.6,529,8.1,47,1548,81,10.8,1013.6,1022,2029,1019.5,123,1020.7,10.1,4.7,1300,1.66,8.37,,,,,,5.8,4.5,12.5,4.6,,,,,,,,,,1.3,1.9,,7.18
131,2021-11-21,10.4,6.8,734,14.3,1534,,,,,,,3.6,290,1404,1.8,50,516,.6,476,6,61,1318,74.6,9.3,1009.5,1021.2,415,1011.8,2354,1016.6,10.1,.8,1200,.83,4.25,,,,,,7.9,3.5,10.4,4,,,,,,,,,,.8,1.2,7.2,1.18
131,2021-11-22,4.3,.8,2340,11.6,12,13.42,,,,,8.6,11.8,320,1427,6,290,49,2.2,1920,.4,60,1902,76.1,6.3,1008.8,1019.1,2149,1011.6,13,1016.1,10,3.5,1100,1.56,6.9,,,,,,7.4,7.1,7.7,.2,,,,,,,,,,.9,1.3,1.4,
131,2021-11-23,1.3,-.9,632,3.5,1358,11.75,,,,,.1,5.3,290,1537,2.7,290,321,1.4,1190,-3.6,46,841,70.5,4.8,1011.5,1019.9,632,1017.5,1422,1018.8,10,3.5,1300,1.15,6.28,,,,,,6.5,6.4,4.8,-3.6,,,,,,,,,,.8,1.1,.1,
131,2021-11-24,5.9,.8,501,11.9,1508,,,,,,,8.7,270,1358,3.9,270,1309,1.4,1231,-2.1,39,1509,57.4,5.3,1010.5,1019.8,910,1016,1432,1017.8,10,7.9,1100,2.04,11.32,,,,,,3.3,2.9,5.8,-1.5,,,,,,,,,,1.7,2.4,.1,
